Fecha,Valor,Sensor_Id,Hora,DiaSemana
2025-08-17 09:20:00,52.95,11,9,Sunday
2025-08-17 09:25:00,68.65,11,9,Sunday
2025-08-17 09:30:00,44.22,11,9,Sunday
2025-08-17 09:35:00,67.27,11,9,Sunday
2025-08-17 09:40:00,66.68,11,9,Sunday
2025-08-17 09:45:00,63.44,11,9,Sunday
2025-08-17 09:50:00,59.42,11,9,Sunday
2025-08-17 09:55:00,64.24,11,9,Sunday
2025-08-17 10:00:00,56.22,11,10,Sunday
2025-08-17 10:05:00,38.34,11,10,Sunday
2025-08-17 10:10:00,62.46,11,10,Sunday
2025-08-17 10:15:00,56.8,11,10,Sunday
2025-08-17 10:20:00,82.45,11,10,Sunday
2025-08-17 10:25:00,49.32,11,10,Sunday
2025-08-17 10:30:00,45.36,11,10,Sunday
2025-08-17 10:35:00,54.06,11,10,Sunday
2025-08-17 10:40:00,78.11,11,10,Sunday
2025-08-17 10:45:00,90.57,11,10,Sunday
2025-08-17 10:50:00,64.42,11,10,Sunday
2025-08-17 10:55:00,59.96,11,10,Sunday
2025-08-17 11:00:00,31.37,11,11,Sunday
2025-08-17 11:05:00,88.84,11,11,Sunday
2025-08-17 11:10:00,48.44,11,11,Sunday
2025-08-17 11:15:00,47.96,11,11,Sunday
2025-08-17 11:20:00,23.05,11,11,Sunday
2025-08-17 11:25:00,73.52,11,11,Sunday
2025-08-17 11:30:00,55.88,11,11,Sunday
2025-08-17 11:35:00,78.63,11,11,Sunday
2025-08-17 11:40:00,67.66,11,11,Sunday
2025-08-17 11:45:00,80.21,11,11,Sunday
2025-08-17 11:50:00,64.15,11,11,Sunday
2025-08-17 11:55:00,62.26,11,11,Sunday
2025-08-17 12:00:00,32.4,11,12,Sunday
2025-08-17 12:05:00,48.23,11,12,Sunday
2025-08-17 12:10:00,52.0,11,12,Sunday
2025-08-17 12:15:00,34.81,11,12,Sunday
2025-08-17 12:20:00,59.5,11,12,Sunday
2025-08-17 12:25:00,53.46,11,12,Sunday
2025-08-17 12:30:00,90.81,11,12,Sunday
2025-08-17 12:35:00,46.12,11,12,Sunday
2025-08-17 12:40:00,60.16,11,12,Sunday
2025-08-17 12:45:00,35.97,11,12,Sunday
2025-08-17 12:50:00,61.32,11,12,Sunday
2025-08-17 12:55:00,74.38,11,12,Sunday
2025-08-17 13:00:00,30.29,11,13,Sunday
2025-08-17 13:05:00,44.93,11,13,Sunday
2025-08-17 13:10:00,57.79,11,13,Sunday
2025-08-17 13:15:00,56.91,11,13,Sunday
2025-08-17 13:20:00,55.73,11,13,Sunday
2025-08-17 13:25:00,31.58,11,13,Sunday
2025-08-17 13:30:00,25.85,11,13,Sunday
2025-08-17 13:35:00,16.52,11,13,Sunday
2025-08-17 13:40:00,95.78,11,13,Sunday
2025-08-17 13:45:00,81.23,11,13,Sunday
2025-08-17 13:50:00,53.76,11,13,Sunday
2025-08-17 13:55:00,81.45,11,13,Sunday
2025-08-17 14:00:00,62.26,11,14,Sunday
2025-08-17 14:05:00,59.67,11,14,Sunday
2025-08-17 14:10:00,70.53,11,14,Sunday
2025-08-17 14:15:00,16.64,11,14,Sunday
2025-08-17 14:20:00,68.56,11,14,Sunday
2025-08-17 14:25:00,60.77,11,14,Sunday
2025-08-17 14:30:00,75.71,11,14,Sunday
2025-08-17 14:35:00,70.94,11,14,Sunday
2025-08-17 14:40:00,77.63,11,14,Sunday
2025-08-17 14:45:00,78.1,11,14,Sunday
2025-08-17 14:50:00,74.22,11,14,Sunday
2025-08-17 14:55:00,60.46,11,14,Sunday
2025-08-17 15:00:00,40.94,11,15,Sunday
2025-08-17 15:05:00,92.86,11,15,Sunday
2025-08-17 15:10:00,19.16,11,15,Sunday
2025-08-17 15:15:00,40.26,11,15,Sunday
2025-08-17 15:20:00,72.04,11,15,Sunday
2025-08-17 15:25:00,73.41,11,15,Sunday
2025-08-17 15:30:00,67.07,11,15,Sunday
2025-08-17 15:35:00,89.22,11,15,Sunday
2025-08-17 15:40:00,29.68,11,15,Sunday
2025-08-17 15:45:00,78.03,11,15,Sunday
2025-08-17 15:50:00,77.82,11,15,Sunday
2025-08-17 15:55:00,40.68,11,15,Sunday
2025-08-17 16:00:00,71.65,11,16,Sunday
2025-08-17 16:05:00,65.11,11,16,Sunday
2025-08-17 16:10:00,59.12,11,16,Sunday
2025-08-17 16:15:00,56.66,11,16,Sunday
2025-08-17 16:20:00,67.26,11,16,Sunday
2025-08-17 16:25:00,41.78,11,16,Sunday
2025-08-17 16:30:00,37.08,11,16,Sunday
2025-08-17 16:35:00,54.82,11,16,Sunday
2025-08-17 16:40:00,45.54,11,16,Sunday
2025-08-17 16:45:00,67.04,11,16,Sunday
2025-08-17 16:50:00,31.44,11,16,Sunday
2025-08-17 16:55:00,67.31,11,16,Sunday
2025-08-17 17:00:00,84.95,11,17,Sunday
2025-08-17 17:05:00,82.71,11,17,Sunday
2025-08-17 17:10:00,64.36,11,17,Sunday
2025-08-17 17:15:00,65.81,11,17,Sunday
2025-08-17 17:20:00,45.06,11,17,Sunday
2025-08-17 17:25:00,62.74,11,17,Sunday
2025-08-17 17:30:00,40.85,11,17,Sunday
2025-08-17 17:35:00,54.52,11,17,Sunday
2025-08-17 17:40:00,49.0,11,17,Sunday
2025-08-17 17:45:00,46.78,11,17,Sunday
2025-08-17 17:50:00,66.31,11,17,Sunday
2025-08-17 17:55:00,24.67,11,17,Sunday
2025-08-17 18:00:00,78.78,11,18,Sunday
2025-08-17 18:05:00,56.86,11,18,Sunday
2025-08-17 18:10:00,76.82,11,18,Sunday
2025-08-17 18:15:00,56.7,11,18,Sunday
2025-08-17 18:20:00,67.12,11,18,Sunday
2025-08-17 18:25:00,49.98,11,18,Sunday
2025-08-17 18:30:00,49.6,11,18,Sunday
2025-08-17 18:35:00,41.28,11,18,Sunday
2025-08-17 18:40:00,75.22,11,18,Sunday
2025-08-17 18:45:00,57.18,11,18,Sunday
2025-08-17 18:50:00,54.93,11,18,Sunday
2025-08-17 18:55:00,80.81,11,18,Sunday
2025-08-17 19:00:00,80.16,11,19,Sunday
2025-08-17 19:05:00,72.18,11,19,Sunday
2025-08-17 19:10:00,45.53,11,19,Sunday
2025-08-17 19:15:00,61.95,11,19,Sunday
2025-08-17 19:20:00,47.47,11,19,Sunday
2025-08-17 19:25:00,47.21,11,19,Sunday
2025-08-17 19:30:00,80.19,11,19,Sunday
2025-08-17 19:35:00,60.54,11,19,Sunday
2025-08-17 19:40:00,66.17,11,19,Sunday
2025-08-17 19:45:00,58.03,11,19,Sunday
2025-08-17 19:50:00,70.77,11,19,Sunday
2025-08-17 19:55:00,62.11,11,19,Sunday
2025-08-17 20:00:00,31.49,11,20,Sunday
2025-08-17 20:05:00,42.9,11,20,Sunday
2025-08-17 20:10:00,71.06,11,20,Sunday
2025-08-17 20:15:00,60.82,11,20,Sunday
2025-08-17 20:20:00,85.98,11,20,Sunday
2025-08-17 20:25:00,54.56,11,20,Sunday
2025-08-17 20:30:00,47.56,11,20,Sunday
2025-08-17 20:35:00,44.04,11,20,Sunday
2025-08-17 20:40:00,51.02,11,20,Sunday
2025-08-17 20:45:00,37.76,11,20,Sunday
2025-08-17 20:50:00,60.98,11,20,Sunday
2025-08-17 20:55:00,53.46,11,20,Sunday
2025-08-17 21:00:00,43.9,11,21,Sunday
2025-08-17 21:05:00,56.06,11,21,Sunday
2025-08-17 21:10:00,32.48,11,21,Sunday
2025-08-17 21:15:00,18.7,11,21,Sunday
2025-08-17 21:20:00,72.38,11,21,Sunday
2025-08-17 21:25:00,63.5,11,21,Sunday
2025-08-17 21:30:00,47.96,11,21,Sunday
2025-08-17 21:35:00,31.85,11,21,Sunday
2025-08-17 21:40:00,43.15,11,21,Sunday
2025-08-17 21:45:00,40.36,11,21,Sunday
2025-08-17 21:50:00,52.42,11,21,Sunday
2025-08-17 21:55:00,25.34,11,21,Sunday
2025-08-17 22:00:00,73.18,11,22,Sunday
2025-08-17 22:05:00,62.32,11,22,Sunday
2025-08-17 22:10:00,64.36,11,22,Sunday
2025-08-17 22:15:00,89.48,11,22,Sunday
2025-08-17 22:20:00,62.36,11,22,Sunday
2025-08-17 22:25:00,58.61,11,22,Sunday
2025-08-17 22:30:00,46.25,11,22,Sunday
2025-08-17 22:35:00,74.26,11,22,Sunday
2025-08-17 22:40:00,83.78,11,22,Sunday
2025-08-17 22:45:00,81.02,11,22,Sunday
2025-08-17 22:50:00,64.96,11,22,Sunday
2025-08-17 22:55:00,21.26,11,22,Sunday
2025-08-17 23:00:00,28.9,11,23,Sunday
2025-08-17 23:05:00,80.74,11,23,Sunday
2025-08-17 23:10:00,64.13,11,23,Sunday
2025-08-17 23:15:00,80.56,11,23,Sunday
2025-08-17 23:20:00,33.69,11,23,Sunday
2025-08-17 23:25:00,68.87,11,23,Sunday
2025-08-17 23:30:00,70.3,11,23,Sunday
2025-08-17 23:35:00,67.26,11,23,Sunday
2025-08-17 23:40:00,55.79,11,23,Sunday
2025-08-17 23:45:00,73.3,11,23,Sunday
2025-08-17 23:50:00,73.41,11,23,Sunday
2025-08-17 23:55:00,49.92,11,23,Sunday
2025-08-18 00:00:00,69.84,11,0,Monday
2025-08-18 00:05:00,64.28,11,0,Monday
2025-08-18 00:10:00,36.26,11,0,Monday
2025-08-18 00:15:00,83.16,11,0,Monday
2025-08-18 00:20:00,38.34,11,0,Monday
2025-08-18 00:25:00,71.61,11,0,Monday
2025-08-18 00:30:00,37.72,11,0,Monday
2025-08-18 00:35:00,59.34,11,0,Monday
2025-08-18 00:40:00,42.26,11,0,Monday
2025-08-18 00:45:00,85.61,11,0,Monday
2025-08-18 00:50:00,80.47,11,0,Monday
2025-08-18 00:55:00,75.88,11,0,Monday
2025-08-18 01:00:00,61.46,11,1,Monday
2025-08-18 01:05:00,26.06,11,1,Monday
2025-08-18 01:10:00,70.05,11,1,Monday
2025-08-18 01:15:00,86.71,11,1,Monday
2025-08-18 01:20:00,70.42,11,1,Monday
2025-08-18 01:25:00,40.03,11,1,Monday
2025-08-18 01:30:00,34.53,11,1,Monday
2025-08-18 01:35:00,70.04,11,1,Monday
2025-08-18 01:40:00,82.64,11,1,Monday
2025-08-18 01:45:00,55.54,11,1,Monday
2025-08-18 01:50:00,31.1,11,1,Monday
2025-08-18 01:55:00,68.0,11,1,Monday
2025-08-18 02:00:00,34.4,11,2,Monday
2025-08-18 02:05:00,40.84,11,2,Monday
2025-08-18 02:10:00,84.39,11,2,Monday
2025-08-18 02:15:00,45.92,11,2,Monday
2025-08-18 02:20:00,45.19,11,2,Monday
2025-08-18 02:25:00,54.46,11,2,Monday
2025-08-18 02:30:00,55.66,11,2,Monday
2025-08-18 02:35:00,64.76,11,2,Monday
2025-08-18 02:40:00,59.02,11,2,Monday
2025-08-18 02:45:00,38.57,11,2,Monday
2025-08-18 02:50:00,18.52,11,2,Monday
2025-08-18 02:55:00,46.08,11,2,Monday
2025-08-18 03:00:00,63.56,11,3,Monday
2025-08-18 03:05:00,37.2,11,3,Monday
2025-08-18 03:10:00,61.3,11,3,Monday
2025-08-18 03:15:00,35.34,11,3,Monday
2025-08-18 03:20:00,61.87,11,3,Monday
2025-08-18 03:25:00,67.17,11,3,Monday
2025-08-18 03:30:00,79.06,11,3,Monday
2025-08-18 03:35:00,69.68,11,3,Monday
2025-08-18 03:40:00,49.6,11,3,Monday
2025-08-18 03:45:00,32.92,11,3,Monday
2025-08-18 03:50:00,50.88,11,3,Monday
2025-08-18 03:55:00,85.96,11,3,Monday
2025-08-18 04:00:00,62.15,11,4,Monday
2025-08-18 04:05:00,63.64,11,4,Monday
2025-08-18 04:10:00,55.03,11,4,Monday
2025-08-18 04:15:00,42.39,11,4,Monday
2025-08-18 04:20:00,40.42,11,4,Monday
2025-08-18 04:25:00,83.72,11,4,Monday
2025-08-18 04:30:00,49.6,11,4,Monday
2025-08-18 04:35:00,56.56,11,4,Monday
2025-08-18 04:40:00,70.18,11,4,Monday
2025-08-18 04:45:00,57.4,11,4,Monday
2025-08-18 04:50:00,33.28,11,4,Monday
2025-08-18 04:55:00,58.75,11,4,Monday
2025-08-18 05:00:00,25.31,11,5,Monday
2025-08-18 05:05:00,59.52,11,5,Monday
2025-08-18 05:10:00,73.5,11,5,Monday
2025-08-18 05:15:00,80.44,11,5,Monday
2025-08-18 05:20:00,58.46,11,5,Monday
2025-08-18 05:25:00,57.78,11,5,Monday
2025-08-18 05:30:00,48.25,11,5,Monday
2025-08-18 05:35:00,48.24,11,5,Monday
2025-08-18 05:40:00,37.76,11,5,Monday
2025-08-18 05:45:00,71.31,11,5,Monday
2025-08-18 05:50:00,63.0,11,5,Monday
2025-08-18 05:55:00,17.37,11,5,Monday
2025-08-18 06:00:00,55.72,11,6,Monday
2025-08-18 06:05:00,30.31,11,6,Monday
2025-08-18 06:10:00,63.91,11,6,Monday
2025-08-18 06:15:00,52.23,11,6,Monday
2025-08-18 06:20:00,28.6,11,6,Monday
2025-08-18 06:25:00,56.3,11,6,Monday
2025-08-18 06:30:00,45.03,11,6,Monday
2025-08-18 06:35:00,59.19,11,6,Monday
2025-08-18 06:40:00,64.11,11,6,Monday
2025-08-18 06:45:00,40.35,11,6,Monday
2025-08-18 06:50:00,54.51,11,6,Monday
2025-08-18 06:55:00,71.37,11,6,Monday
2025-08-18 07:00:00,77.6,11,7,Monday
2025-08-18 07:05:00,76.28,11,7,Monday
2025-08-18 07:10:00,54.56,11,7,Monday
2025-08-18 07:15:00,65.26,11,7,Monday
2025-08-18 07:20:00,82.37,11,7,Monday
2025-08-18 07:25:00,59.2,11,7,Monday
2025-08-18 07:30:00,24.7,11,7,Monday
2025-08-18 07:35:00,60.53,11,7,Monday
2025-08-18 07:40:00,44.32,11,7,Monday
2025-08-18 07:45:00,80.21,11,7,Monday
2025-08-18 07:50:00,91.8,11,7,Monday
2025-08-18 07:55:00,50.36,11,7,Monday
2025-08-18 08:00:00,42.58,11,8,Monday
2025-08-18 08:05:00,48.9,11,8,Monday
2025-08-18 08:10:00,76.12,11,8,Monday
2025-08-18 08:15:00,42.34,11,8,Monday
2025-08-18 08:20:00,39.98,11,8,Monday
2025-08-18 08:25:00,61.54,11,8,Monday
2025-08-18 08:30:00,21.9,11,8,Monday
2025-08-18 08:35:00,50.64,11,8,Monday
2025-08-18 08:40:00,61.64,11,8,Monday
2025-08-18 08:45:00,77.58,11,8,Monday
2025-08-18 08:50:00,30.22,11,8,Monday
2025-08-18 08:55:00,87.67,11,8,Monday
2025-08-18 09:00:00,67.32,11,9,Monday
2025-08-18 09:05:00,33.22,11,9,Monday
2025-08-18 09:10:00,62.4,11,9,Monday
2025-08-18 09:15:00,54.94,11,9,Monday
2025-08-18 09:20:00,42.5,11,9,Monday
2025-08-18 09:25:00,73.12,11,9,Monday
2025-08-18 09:30:00,94.0,11,9,Monday
2025-08-18 09:35:00,89.71,11,9,Monday
2025-08-18 09:40:00,73.53,11,9,Monday
2025-08-18 09:45:00,82.52,11,9,Monday
2025-08-18 09:50:00,54.05,11,9,Monday
2025-08-18 09:55:00,59.02,11,9,Monday
2025-08-18 10:00:00,62.31,11,10,Monday
2025-08-18 10:05:00,48.32,11,10,Monday
2025-08-18 10:10:00,38.52,11,10,Monday
2025-08-18 10:15:00,49.96,11,10,Monday
2025-08-18 10:20:00,20.08,11,10,Monday
2025-08-18 10:25:00,45.54,11,10,Monday
2025-08-18 10:30:00,53.78,11,10,Monday
2025-08-18 10:35:00,78.92,11,10,Monday
2025-08-18 10:40:00,76.14,11,10,Monday
2025-08-18 10:45:00,52.69,11,10,Monday
2025-08-18 10:50:00,54.36,11,10,Monday
2025-08-18 10:55:00,63.12,11,10,Monday
2025-08-18 11:00:00,42.54,11,11,Monday
2025-08-18 11:05:00,58.33,11,11,Monday
2025-08-18 11:10:00,39.72,11,11,Monday
2025-08-18 11:15:00,36.13,11,11,Monday
2025-08-18 11:20:00,29.3,11,11,Monday
2025-08-18 11:25:00,77.95,11,11,Monday
2025-08-18 11:30:00,56.86,11,11,Monday
2025-08-18 11:35:00,63.04,11,11,Monday
2025-08-18 11:40:00,53.18,11,11,Monday
2025-08-18 11:45:00,64.54,11,11,Monday
2025-08-18 11:50:00,67.2,11,11,Monday
2025-08-18 11:55:00,63.32,11,11,Monday
2025-08-18 12:00:00,40.48,11,12,Monday
2025-08-18 12:05:00,45.71,11,12,Monday
2025-08-18 12:10:00,70.97,11,12,Monday
2025-08-18 12:15:00,52.4,11,12,Monday
2025-08-18 12:20:00,73.9,11,12,Monday
2025-08-18 12:25:00,46.13,11,12,Monday
2025-08-18 12:30:00,64.03,11,12,Monday
2025-08-18 12:35:00,36.54,11,12,Monday
2025-08-18 12:40:00,56.92,11,12,Monday
2025-08-18 12:45:00,51.23,11,12,Monday
2025-08-18 12:50:00,72.89,11,12,Monday
2025-08-18 12:55:00,51.82,11,12,Monday
2025-08-18 13:00:00,35.84,11,13,Monday
2025-08-18 13:05:00,30.32,11,13,Monday
2025-08-18 13:10:00,35.36,11,13,Monday
2025-08-18 13:15:00,70.52,11,13,Monday
2025-08-18 13:20:00,52.46,11,13,Monday
2025-08-18 13:25:00,59.89,11,13,Monday
2025-08-18 13:30:00,67.16,11,13,Monday
2025-08-18 13:35:00,47.76,11,13,Monday
2025-08-18 13:40:00,43.4,11,13,Monday
2025-08-18 13:45:00,55.24,11,13,Monday
2025-08-18 13:50:00,42.52,11,13,Monday
2025-08-18 13:55:00,94.16,11,13,Monday
2025-08-18 14:00:00,51.38,11,14,Monday
2025-08-18 14:05:00,67.69,11,14,Monday
2025-08-18 14:10:00,35.64,11,14,Monday
2025-08-18 14:15:00,51.29,11,14,Monday
2025-08-18 14:20:00,27.09,11,14,Monday
2025-08-18 14:25:00,86.91,11,14,Monday
2025-08-18 14:30:00,65.22,11,14,Monday
2025-08-18 14:35:00,44.56,11,14,Monday
2025-08-18 14:40:00,26.2,11,14,Monday
2025-08-18 14:45:00,85.24,11,14,Monday
2025-08-18 14:50:00,32.35,11,14,Monday
2025-08-18 14:55:00,71.18,11,14,Monday
2025-08-18 15:00:00,42.24,11,15,Monday
2025-08-18 15:05:00,40.47,11,15,Monday
2025-08-18 15:10:00,69.22,11,15,Monday
2025-08-18 15:15:00,36.53,11,15,Monday
2025-08-18 15:20:00,58.6,11,15,Monday
2025-08-18 15:25:00,48.1,11,15,Monday
2025-08-18 15:30:00,43.7,11,15,Monday
2025-08-18 15:35:00,91.5,11,15,Monday
2025-08-18 15:40:00,36.45,11,15,Monday
2025-08-18 15:45:00,44.17,11,15,Monday
2025-08-18 15:50:00,63.46,11,15,Monday
2025-08-18 15:55:00,44.9,11,15,Monday
2025-08-18 16:00:00,52.49,11,16,Monday
2025-08-18 16:05:00,75.17,11,16,Monday
2025-08-18 16:10:00,64.64,11,16,Monday
2025-08-18 16:15:00,58.08,11,16,Monday
2025-08-18 16:20:00,60.12,11,16,Monday
2025-08-18 16:25:00,72.78,11,16,Monday
2025-08-18 16:30:00,37.12,11,16,Monday
2025-08-18 16:35:00,71.3,11,16,Monday
2025-08-18 16:40:00,35.4,11,16,Monday
2025-08-18 16:45:00,77.8,11,16,Monday
2025-08-18 16:50:00,40.21,11,16,Monday
2025-08-18 16:55:00,20.67,11,16,Monday
2025-08-18 17:00:00,49.44,11,17,Monday
2025-08-18 17:05:00,47.67,11,17,Monday
2025-08-18 17:10:00,34.79,11,17,Monday
2025-08-18 17:15:00,28.53,11,17,Monday
2025-08-18 17:20:00,74.52,11,17,Monday
2025-08-18 17:25:00,77.63,11,17,Monday
2025-08-18 17:30:00,77.45,11,17,Monday
2025-08-18 17:35:00,69.91,11,17,Monday
2025-08-18 17:40:00,41.86,11,17,Monday
2025-08-18 17:45:00,41.01,11,17,Monday
2025-08-18 17:50:00,65.05,11,17,Monday
2025-08-18 17:55:00,52.01,11,17,Monday
2025-08-18 18:00:00,22.66,11,18,Monday
2025-08-18 18:05:00,60.48,11,18,Monday
2025-08-18 18:10:00,52.63,11,18,Monday
2025-08-18 18:15:00,34.83,11,18,Monday
2025-08-18 18:20:00,64.45,11,18,Monday
2025-08-18 18:25:00,82.82,11,18,Monday
2025-08-18 18:30:00,48.78,11,18,Monday
2025-08-18 18:35:00,70.18,11,18,Monday
2025-08-18 18:40:00,37.84,11,18,Monday
2025-08-18 18:45:00,40.08,11,18,Monday
2025-08-18 18:50:00,70.7,11,18,Monday
2025-08-18 18:55:00,80.62,11,18,Monday
2025-08-18 19:00:00,57.14,11,19,Monday
2025-08-18 19:05:00,61.4,11,19,Monday
2025-08-18 19:10:00,28.18,11,19,Monday
2025-08-18 19:15:00,45.68,11,19,Monday
2025-08-18 19:20:00,46.42,11,19,Monday
2025-08-18 19:25:00,42.34,11,19,Monday
2025-08-18 19:30:00,81.04,11,19,Monday
2025-08-18 19:35:00,54.05,11,19,Monday
2025-08-18 19:40:00,58.94,11,19,Monday
2025-08-18 19:45:00,72.94,11,19,Monday
2025-08-18 19:50:00,72.13,11,19,Monday
2025-08-18 19:55:00,43.14,11,19,Monday
2025-08-18 20:00:00,76.68,11,20,Monday
2025-08-18 20:05:00,52.51,11,20,Monday
2025-08-18 20:10:00,48.79,11,20,Monday
2025-08-18 20:15:00,73.89,11,20,Monday
2025-08-18 20:20:00,54.16,11,20,Monday
2025-08-18 20:25:00,29.88,11,20,Monday
2025-08-18 20:30:00,86.1,11,20,Monday
2025-08-18 20:35:00,46.12,11,20,Monday
2025-08-18 20:40:00,28.2,11,20,Monday
2025-08-18 20:45:00,54.22,11,20,Monday
2025-08-18 20:50:00,21.03,11,20,Monday
2025-08-18 20:55:00,46.7,11,20,Monday
2025-08-18 21:00:00,72.34,11,21,Monday
2025-08-18 21:05:00,67.97,11,21,Monday
2025-08-18 21:10:00,30.32,11,21,Monday
2025-08-18 21:15:00,85.7,11,21,Monday
2025-08-18 21:20:00,40.78,11,21,Monday
2025-08-18 21:25:00,86.39,11,21,Monday
2025-08-18 21:30:00,62.44,11,21,Monday
2025-08-18 21:35:00,36.25,11,21,Monday
2025-08-18 21:40:00,70.81,11,21,Monday
2025-08-18 21:45:00,56.12,11,21,Monday
2025-08-18 21:50:00,50.98,11,21,Monday
2025-08-18 21:55:00,66.0,11,21,Monday
2025-08-18 22:00:00,73.32,11,22,Monday
2025-08-18 22:05:00,25.64,11,22,Monday
2025-08-18 22:10:00,80.36,11,22,Monday
2025-08-18 22:15:00,80.92,11,22,Monday
2025-08-18 22:20:00,61.46,11,22,Monday
2025-08-18 22:25:00,79.57,11,22,Monday
2025-08-18 22:30:00,80.97,11,22,Monday
2025-08-18 22:35:00,69.18,11,22,Monday
2025-08-18 22:40:00,87.89,11,22,Monday
2025-08-18 22:45:00,41.17,11,22,Monday
2025-08-18 22:50:00,56.8,11,22,Monday
2025-08-18 22:55:00,71.75,11,22,Monday
2025-08-18 23:00:00,34.76,11,23,Monday
2025-08-18 23:05:00,61.82,11,23,Monday
2025-08-18 23:10:00,53.45,11,23,Monday
2025-08-18 23:15:00,41.3,11,23,Monday
2025-08-18 23:20:00,51.44,11,23,Monday
2025-08-18 23:25:00,48.42,11,23,Monday
2025-08-18 23:30:00,72.8,11,23,Monday
2025-08-18 23:35:00,27.25,11,23,Monday
2025-08-18 23:40:00,80.0,11,23,Monday
2025-08-18 23:45:00,66.42,11,23,Monday
2025-08-18 23:50:00,81.19,11,23,Monday
2025-08-18 23:55:00,52.7,11,23,Monday
2025-08-19 00:00:00,54.28,11,0,Tuesday
2025-08-19 00:05:00,70.88,11,0,Tuesday
2025-08-19 00:10:00,49.64,11,0,Tuesday
2025-08-19 00:15:00,60.4,11,0,Tuesday
2025-08-19 00:20:00,38.88,11,0,Tuesday
2025-08-19 00:25:00,91.04,11,0,Tuesday
2025-08-19 00:30:00,47.68,11,0,Tuesday
2025-08-19 00:35:00,43.38,11,0,Tuesday
2025-08-19 00:40:00,49.04,11,0,Tuesday
2025-08-19 00:45:00,56.54,11,0,Tuesday
2025-08-19 00:50:00,70.11,11,0,Tuesday
2025-08-19 00:55:00,65.78,11,0,Tuesday
2025-08-19 01:00:00,34.42,11,1,Tuesday
2025-08-19 01:05:00,66.44,11,1,Tuesday
2025-08-19 01:10:00,71.46,11,1,Tuesday
2025-08-19 01:15:00,38.84,11,1,Tuesday
2025-08-19 01:20:00,83.6,11,1,Tuesday
2025-08-19 01:25:00,71.87,11,1,Tuesday
2025-08-19 01:30:00,31.97,11,1,Tuesday
2025-08-19 01:35:00,75.78,11,1,Tuesday
2025-08-19 01:40:00,42.54,11,1,Tuesday
2025-08-19 01:45:00,29.07,11,1,Tuesday
2025-08-19 01:50:00,52.46,11,1,Tuesday
2025-08-19 01:55:00,39.73,11,1,Tuesday
